pacid,affiliateid,orgid,ultorg,total,pacs,indivs,releasedate,rank,client,registrant,numlobbyists,loborgid,cid,cycle,name
,,,,,,,,,,,,,N00025337,2024,diaz-balart-mario
"         ",,D000030671,University of Michigan,31308,0,31308,2024-05-21 00:00:00 +0000,1,x," ",0,D000030671,N00036149,2024,dingell-debbie
C00362707,,D000000374,Cisco Systems,24200,1000,23200,2024-05-21 00:00:00 +0000,2,x," ",0,D000000374,N00036149,2024,dingell-debbie
C00081547,,D000000561,DTE Energy,20025,20000,25,2024-05-21 00:00:00 +0000,3,x," ",0,D000000561,N00036149,2024,dingell-debbie
"         ",,D000087544,Potomac Productions,16600,0,16600,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00036149,2024,dingell-debbie
C00388827,,D000066716,Rock Holdings,15010,5000,10010,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00036149,2024,dingell-debbie
"         ",,D000083738,Breakthrough Energy,13300,0,13300,2024-05-21 00:00:00 +0000,6,x," ",0,D000083738,N00036149,2024,dingell-debbie
"         ",,D000110914,Dakkota Integrated Systems,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00036149,2024,dingell-debbie
"         ",,"          ",Oxford Co,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00036149,2024,dingell-debbie
"         ",,"          ",Ann Arbor Educational Foundation,11600,0,11600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00036149,2024,dingell-debbie
"         ",,D000078704,Basha Diagnostics,11600,0,11600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00036149,2024,dingell-debbie
"         ",,"          ",Compuware Corp,11600,0,11600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00036149,2024,dingell-debbie
"         ",,"          ",Detroit Pistons,11600,0,11600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00036149,2024,dingell-debbie
"         ",,D000070485,Maddog Technology,11600,0,11600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00036149,2024,dingell-debbie
C00075473,,D000000403,CMS Energy,11500,11500,0,2024-05-21 00:00:00 +0000,14,x," ",0,D000000403,N00036149,2024,dingell-debbie
C00004036,,D000000077,Service Employees International Union,10000,5000,5000,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00036149,2024,dingell-debbie
C00007542,,D000071033,"Sheet Metal, Air, Rail & Transportation Union",10000,10000,0,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00036149,2024,dingell-debbie
C00002972,,D000000153,National Rural Electric Cooperative Assn,8500,8500,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00036149,2024,dingell-debbie
C00009985,,D000000202,National Assn of Broadcasters,8250,7500,750,2024-05-21 00:00:00 +0000,18,x," ",0,D000000202,N00036149,2024,dingell-debbie
C00340075,,"          ",BASF Corp,8000,8000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00036149,2024,dingell-debbie
C00024521,,D000000065,American Assn for Justice,7500,7500,0,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00036149,2024,dingell-debbie
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,7500,7500,0,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00036149,2024,dingell-debbie
C00426775,,D000000672,Charter Communications,7500,7500,0,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00036149,2024,dingell-debbie
C00007922,,D000000074,Laborers Union,7500,7500,0,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00036149,2024,dingell-debbie
C00040998,,D000000080,National Auto Dealers Assn,7500,7500,0,2024-05-21 00:00:00 +0000,20,x," ",0,D000000080,N00036149,2024,dingell-debbie
,,,,,,,,,,,,,N00036149,2024,dingell-debbie
C00004036,,D000000077,Service Employees International Union,15000,5000,10000,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00004861,,D000022292,UNITE HERE,9000,9000,0,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00024521,,D000000065,American Assn for Justice,7500,7500,0,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00006023,2024,doggett-lloyd
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,7500,7500,0,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00089086,,D000000472,American Occupational Therapy Assn,7500,7500,0,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00006023,2024,doggett-lloyd
C70001979,,D000000066,Teamsters Union,7500,7500,0,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00006023,2024,doggett-lloyd
"         ",,D000093647,Cesiumastro Inc,6600,0,6600,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00343459,,D000021829,American College of Radiology,6000,6000,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00006023,2024,doggett-lloyd
"         ",,D000101188,Engineering Micro Research Inc,5800,0,5800,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00411553,,D000023903,American Academy of Family Physicians,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00028860,,D000000083,American Federation of Teachers,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00106146,,D000000116,American Hospital Assn,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00113803,,"          ",American Osteopathic Information Assn,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00008839,,D000021836,American Podiatric Medical Assn,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00109017,,D000000076,AT&T Inc,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00001016,,D000000073,Carpenters & Joiners Union,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00002089,,D000000075,Communications Workers of America,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00369751,,D000000585,Dell Technologies,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00027342,,D000000069,International Brotherhood of Electrical Workers,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00158576,,D000000189,International Longshoremens Assn,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00342907,,"          ",Laborers Union/Midwest Region,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00002469,,D000000078,Machinists/Aerospace Workers Union,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00091561,,D000021771,National Active & Retired Federal Employees Assn,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00238725,,D000000285,National Air Traffic Controllers Assn,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00113241,,D000027790,National Apartment Assn,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00005249,,D000000096,National Assn of Insurance & Financial Advisors,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00303339,,D000000606,National Assn of Real Estate Investment Trusts,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C70002563,,D000000062,National Assn of Realtors,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00012476,,D000000120,Plumbers/Pipefitters Union,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C00002766,,D000000072,United Food & Commercial Workers Union,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
C70000666,,D000000102,United Steelworkers,5000,5000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006023,2024,doggett-lloyd
,,,,,,,,,,,,,N00006023,2024,doggett-lloyd
C00780304,,D000083769,Robinhood Markets,45500,6500,39000,2024-05-21 00:00:00 +0000,1,x," ",0,D000083769,N00034016,2024,donalds-byron
"         ",,D000088448,Advocate Radiation Oncology,29000,0,29000,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,"          ",Vermeer Midwest,23200,0,23200,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,D000083482,Cassidy Organization,21600,0,21600,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00034016,2024,donalds-byron
C00350744,,D000000085,Goldman Sachs,15200,2000,13200,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00034016,2024,donalds-byron
C00278895,,D000022145,"Nelson, Mullins et al",13700,0,13700,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,D000105969,DSB Technologies,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,D000035674,Masterson Co,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,D000096826,Nextgen Management,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,D000044060,Saulsbury Industries,13200,0,13200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,D000021757,Berkshire Hathaway,11801,0,11801,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00034016,2024,donalds-byron
C00552851,,D000068902,House Freedom Fund,11600,5000,6600,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,"          ",Il Hedge,11600,0,11600,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,"          ",Lykos Group,11600,0,11600,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00034016,2024,donalds-byron
C00039578,,D000000433,Council of Insurance Agents & Brokers,11000,11000,0,2024-05-21 00:00:00 +0000,15,x," ",0,D000000433,N00034016,2024,donalds-byron
C70005798,,D000110775,America's Credit Unions,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00034016,2024,donalds-byron
C00250399,,D000021853,"Automotive Free International Trade PAC           ",10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,"          ",C Fuente Holdings,10000,0,10000,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,"          ",Falls River Group,10000,0,10000,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,D000034520,Holt's Cigar,10000,0,10000,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,"          ",North Sound Capital,10000,0,10000,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,D000110373,Oliva Cigar Co,10000,0,10000,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,"          ",Omni Strategies,10000,0,10000,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00034016,2024,donalds-byron
"         ",,D000063246,Saminco Inc,10000,0,10000,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00034016,2024,donalds-byron
,,,,,,,,,,,,,N00034016,2024,donalds-byron
"         ",,"          ",Brocchini Farms,19800,0,19800,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,"          ",PEO Select Insurance Services,19800,0,19800,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00050562,2024,duarte-john
C00308478,,D000029615,"USA Rice Federation                     ",18600,18600,0,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00050562,2024,duarte-john
C00028787,,D000000252,National Cattlemen's Beef Assn,17000,15000,2000,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000064305,JM Eagle,15080,0,15080,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00050562,2024,duarte-john
C00809970,,D000106712,Hispanic Leadership Trust,15000,15000,0,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000034332,Harris Farms (California),14100,0,14100,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000037717,Spencer Enterprises,13327,0,13327,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000102198,Brodie Generational Capital Partners,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,"          ",Energy Transfer Partners,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000033699,First Virtual Group,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,"          ",Greg Pruett Farms,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000067699,Liberty Media Corp,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000073743,Marcus Foundation,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000035778,Melaleuca Inc,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,"          ",Rod Parichan Ranch LLC,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000102218,SNK Real Property Holdings,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
C00676544,,D000037784,Starkey Hearing Technologies,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000031011,"Western National Group                  ",13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00050562,2024,duarte-john
"         ",,D000050284,Duarte Nursery,11600,0,11600,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00050562,2024,duarte-john
,,,,,,,,,,,,,N00050562,2024,duarte-john
C00193433,,D000000113,EMILY's List,188986,10000,178986,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00027860,2024,duckworth-tammy
C00797670,,D000046963,American Israel Public Affairs Cmte,105500,10000,95500,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00027860,2024,duckworth-tammy
"         ",,D000022252,Simmons Hanly Conroy,104600,0,104600,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00027860,2024,duckworth-tammy
"         ",,D000021464,United Airlines Holdings,59995,9000,50995,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00027860,2024,duckworth-tammy
C00227546,,D000000115,Microsoft Corp,51824,19500,32324,2024-05-21 00:00:00 +0000,5,x," ",1,D000000115,N00027860,2024,duckworth-tammy
C00816728,,D000076750,Marquis Energy,51733,3300,48433,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00027860,2024,duckworth-tammy
"         ",,D000106335,Marquis Management Services,50899,0,50899,2024-05-21 00:00:00 +0000,7,x," ",0,D000106335,N00027860,2024,duckworth-tammy
"         ",,D000021919,Clifford Law Offices,50700,0,50700,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00027860,2024,duckworth-tammy
"         ",,D000037797,"State of Illinois                       ",48744,0,48744,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00027860,2024,duckworth-tammy
C70002563,,D000000062,"National Assn of Realtors               ",48005,38000,10005,2024-05-21 00:00:00 +0000,10,x," ",0,D000000062,N00027860,2024,duckworth-tammy
C00625921,,D000046283,AAR Corp,46750,8000,38750,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00027860,2024,duckworth-tammy
C00016683,,D000000138,Pfizer Inc,43378,35000,8378,2024-05-21 00:00:00 +0000,12,x," ",1,D000000138,N00027860,2024,duckworth-tammy
C00100321,,D000071910,L3Harris Technologies,41410,13000,28410,2024-05-21 00:00:00 +0000,13,x," ",0,D000071910,N00027860,2024,duckworth-tammy
"         ",,D000070576,Kps Capital Partners,41050,15000,26050,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00027860,2024,duckworth-tammy
C00096156,,D000000334,Honeywell International,40565,40000,565,2024-05-21 00:00:00 +0000,15,x," ",0,D000000334,N00027860,2024,duckworth-tammy
C00397851,,D000024670,"Centene Corp                            ",40151,15000,25151,2024-05-21 00:00:00 +0000,16,x," ",0,D000024670,N00027860,2024,duckworth-tammy
C00303024,,D000000104,Lockheed Martin,39348,32500,6848,2024-05-21 00:00:00 +0000,17,x," ",1,D000000104,N00027860,2024,duckworth-tammy
"         ",,D000021757,Berkshire Hathaway,38171,33500,4671,2024-05-21 00:00:00 +0000,18,x," ",1,D000021757,N00027860,2024,duckworth-tammy
C00441949,,"          ",JStreetPAC,38155,1000,37155,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00027860,2024,duckworth-tammy
C00195388,,D000021746,"Buchanan, Ingersoll & Rooney",37850,0,37850,2024-05-21 00:00:00 +0000,20," ",x,0,D000021746,N00027860,2024,duckworth-tammy
,,,,,,,,,,,,,N00027860,2024,duckworth-tammy
C00083535,,D000000477,Duke Energy,24300,24300,0,2024-05-21 00:00:00 +0000,1,x," ",0,D000000477,N00030752,2024,duncan-jeff
C00552851,,D000068902,House Freedom Fund,11600,5000,6600,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00030752,2024,duncan-jeff
C00108209,,D000000335,Dominion Energy,10500,10000,500,2024-05-21 00:00:00 +0000,3,x," ",0,D000000335,N00030752,2024,duncan-jeff
C00109017,,D000000076,AT&T Inc,10000,10000,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000000076,N00030752,2024,duncan-jeff
C00406850,,"          ",Blue Cross/Blue Shield of South Carolina,10000,10000,0,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00030752,2024,duncan-jeff
C00383976,,D000025064,Community Oncology Alliance,10000,10000,0,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00030752,2024,duncan-jeff
C00467431,,D000070192,Eye of the Tiger PAC,10000,10000,0,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00030752,2024,duncan-jeff
C00126763,,D000000240,National Assn of Convenience Stores,10000,10000,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000000240,N00030752,2024,duncan-jeff
C00000901,,D000000086,National Assn of Home Builders,10000,10000,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000000086,N00030752,2024,duncan-jeff
C00250407,,"          ",Southern Nuclear Operating Co,10000,10000,0,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00030752,2024,duncan-jeff
C70002563,,D000000062,National Assn of Realtors,8000,8000,0,2024-05-21 00:00:00 +0000,11,x," ",0,D000000062,N00030752,2024,duncan-jeff
C00755454,,D000082002,American Exploration & Production Council,7500,7500,0,2024-05-21 00:00:00 +0000,12,x," ",0,D000082002,N00030752,2024,duncan-jeff
